#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000121l:5569003-5582375 -            375 45594at33392         -            286    1e-108  362.5   5.6   1   3   2.1e-22   9.8e-19   67.3   0.4     1    64     2    66     2    76 0.88 -
ptg000121l:5569003-5582375 -            375 45594at33392         -            286    1e-108  362.5   5.6   2   3   1.7e-87     8e-84  280.9   0.3    61   252    87   295    80   348 0.85 -
ptg000121l:5569003-5582375 -            375 45594at33392         -            286    1e-108  362.5   5.6   3   3   7.9e-06     0.036   12.9   0.0   263   286   350   374   332   374 0.83 -
ptg000367l:462657-464428   -            457 45594at33392         -            286     0.063   12.1   0.0   1   1   2.4e-05      0.11   11.3   0.0    36    74    25    63    10    81 0.88 -
ptg000517l:21275-33892     -            535 45594at33392         -            286       3.8    6.3   7.4   1   4   0.00039       1.8    7.4   0.4    14    56    37    82    28    94 0.81 -
ptg000517l:21275-33892     -            535 45594at33392         -            286       3.8    6.3   7.4   2   4     0.036   1.7e+02    0.9   0.1    20    65    85   130    79   140 0.82 -
ptg000517l:21275-33892     -            535 45594at33392         -            286       3.8    6.3   7.4   3   4       0.2   9.4e+02   -1.6   0.0    34    56   410   431   381   450 0.70 -
ptg000517l:21275-33892     -            535 45594at33392         -            286       3.8    6.3   7.4   4   4     0.088   4.1e+02   -0.4   0.1    23    68   432   478   406   522 0.57 -
ptg000428l:1036570-1049483 -            541 45594at33392         -            286       5.2    5.8   8.0   1   5   0.00039       1.8    7.3   0.4    14    56    37    82    28    94 0.81 -
ptg000428l:1036570-1049483 -            541 45594at33392         -            286       5.2    5.8   8.0   2   5     0.036   1.7e+02    0.9   0.1    20    65    85   130    79   140 0.82 -
ptg000428l:1036570-1049483 -            541 45594at33392         -            286       5.2    5.8   8.0   3   5      0.28   1.3e+03   -2.1   0.0    39    57   345   363   331   381 0.64 -
ptg000428l:1036570-1049483 -            541 45594at33392         -            286       5.2    5.8   8.0   4   5      0.22     1e+03   -1.7   0.0    34    56   416   437   386   449 0.68 -
ptg000428l:1036570-1049483 -            541 45594at33392         -            286       5.2    5.8   8.0   5   5      0.11   4.9e+02   -0.6   0.1    23    75   438   491   416   528 0.58 -
#
# Program:         hmmsearch
# Version:         3.2.1 (June 2018)
# Pipeline mode:   SEARCH
# Query file:      /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/45594at33392.hmm
# Target file:     /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/hmmer_output/initial_run_results/45594at33392.out --cpu 1 /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/45594at33392.hmm /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas 
# Current dir:     /home/tpsylvst/projects/diaprepes_assembly/busco
# Date:            Mon Nov 28 14:23:09 2022
# [ok]
