#                                                                                    --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#        ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000158l:11115110-11136740 -            463 85429at33392         -            337   8.2e-95  317.7  37.8   1   2   6.3e-34   2.3e-30  105.8  21.4     1   164    17   238    17   244 0.74 -
ptg000158l:11115110-11136740 -            463 85429at33392         -            337   8.2e-95  317.7  37.8   2   2     8e-65     3e-61  207.4   8.4   163   323   265   458   257   462 0.86 -
ptg000124l:5752294-5823113   -           1323 85429at33392         -            337   1.3e-21   77.1  69.1   1   6   3.6e-06     0.013   14.6   4.3    36    67    71   107    36   128 0.64 -
ptg000124l:5752294-5823113   -           1323 85429at33392         -            337   1.3e-21   77.1  69.1   2   6   1.1e-07   0.00039   19.6   2.8   175   216   303   345   268   355 0.73 -
ptg000124l:5752294-5823113   -           1323 85429at33392         -            337   1.3e-21   77.1  69.1   3   6   5.4e-08    0.0002   20.6   2.8    34    78   541   591   516   602 0.69 -
ptg000124l:5752294-5823113   -           1323 85429at33392         -            337   1.3e-21   77.1  69.1   4   6   8.4e-07    0.0031   16.7  11.9   181   229   727   778   689   791 0.58 -
ptg000124l:5752294-5823113   -           1323 85429at33392         -            337   1.3e-21   77.1  69.1   5   6     1e-07   0.00038   19.6   2.7    13    88   956  1036   932  1070 0.70 -
ptg000124l:5752294-5823113   -           1323 85429at33392         -            337   1.3e-21   77.1  69.1   6   6   4.3e-07    0.0016   17.6   2.8    32    68  1080  1118  1075  1135 0.76 -
ptg000101l:5342111-5349125   -            262 85429at33392         -            337   4.5e-06   26.0   0.2   1   2      0.24   8.9e+02   -1.3   6.3     2    24    81   103    54   125 0.79 -
ptg000101l:5342111-5349125   -            262 85429at33392         -            337   4.5e-06   26.0   0.2   2   2   1.2e-09   4.5e-06   26.0   0.2   242   326   166   250   149   260 0.82 -
ptg000147l:11252515-11252691 -             59 85429at33392         -            337    0.0011   18.2   0.9   1   1   5.6e-07    0.0021   17.2   0.9   105   319     1    56     1    59 0.48 -
ptg000155l:2894717-2894965   -             83 85429at33392         -            337     0.012   14.7   0.0   1   2    0.0037        14    4.7   0.0   295   318     2    25     1    37 0.86 -
ptg000155l:2894717-2894965   -             83 85429at33392         -            337     0.012   14.7   0.0   2   2   0.00021      0.78    8.8   0.0   102   129    36    63    27    74 0.78 -
#
# Program:         hmmsearch
# Version:         3.2.1 (June 2018)
# Pipeline mode:   SEARCH
# Query file:      /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/85429at33392.hmm
# Target file:     /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/hmmer_output/initial_run_results/85429at33392.out --cpu 1 /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/85429at33392.hmm /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas 
# Current dir:     /home/tpsylvst/projects/diaprepes_assembly/busco
# Date:            Mon Nov 28 14:23:24 2022
# [ok]
