#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000464l:4123249-4168140 -           2368 892at33392           -           1972         0 4315.5  64.4   1   4  3.1e-181  2.9e-177  591.8  14.0     1   289    65   392    65   397 0.95 -
ptg000464l:4123249-4168140 -           2368 892at33392           -           1972         0 4315.5  64.4   2   4  4.3e-300    4e-296  985.9  15.3   301   734   472   920   416   927 0.94 -
ptg000464l:4123249-4168140 -           2368 892at33392           -           1972         0 4315.5  64.4   3   4         0         0 2562.7  13.5   734  1857   971  2173   941  2182 0.96 -
ptg000464l:4123249-4168140 -           2368 892at33392           -           1972         0 4315.5  64.4   4   4   9.1e-60   8.4e-56  189.0   0.2  1856  1968  2207  2349  2194  2353 0.88 -
ptg000111l:248846-302483   -           2365 892at33392           -           1972         0 4309.9  63.8   1   4  3.1e-181  2.9e-177  591.8  14.0     1   289    65   392    65   397 0.95 -
ptg000111l:248846-302483   -           2365 892at33392           -           1972         0 4309.9  63.8   2   4  4.2e-300  3.9e-296  985.9  15.3   301   734   472   920   417   929 0.94 -
ptg000111l:248846-302483   -           2365 892at33392           -           1972         0 4309.9  63.8   3   4         0         0 2559.4  12.9   734  1857   967  2170   938  2179 0.96 -
ptg000111l:248846-302483   -           2365 892at33392           -           1972         0 4309.9  63.8   4   4   4.6e-59   4.3e-55  186.6   0.2  1856  1968  2204  2346  2191  2350 0.88 -
#
# Program:         hmmsearch
# Version:         3.2.1 (June 2018)
# Pipeline mode:   SEARCH
# Query file:      /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/892at33392.hmm
# Target file:     /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/hmmer_output/initial_run_results/892at33392.out --cpu 1 /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/892at33392.hmm /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas 
# Current dir:     /home/tpsylvst/projects/diaprepes_assembly/busco
# Date:            Mon Nov 28 14:23:19 2022
# [ok]
