#                                                                                    --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#        ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000281l:4092285-4094572   -            331 63089at33392         -            289  8.5e-146  485.1   0.1   1   1  2.8e-148  1.1e-145  484.6   0.1     1   289     4   327     4   327 0.91 -
ptg000707l:733556-735859     -            331 63089at33392         -            289  8.5e-146  485.1   0.1   1   1  2.8e-148  1.1e-145  484.6   0.1     1   289     4   327     4   327 0.91 -
ptg000011l:1774073-1777958   -            359 63089at33392         -            289   3.6e-48  164.7   0.0   1   1   1.2e-50   4.8e-48  164.3   0.0     5   272    25   328    22   342 0.80 -
ptg000234l:887257-890180     -            321 63089at33392         -            289   2.8e-13   50.1   2.9   1   2   3.8e-11   1.5e-08   34.6   0.4     8   113    60   178    53   179 0.73 -
ptg000234l:887257-890180     -            321 63089at33392         -            289   2.8e-13   50.1   2.9   2   2     1e-07   4.2e-05   23.3   0.1    10   113   147   260   138   267 0.72 -
ptg000072l:663502-697163     -            787 63089at33392         -            289   3.3e-11   43.3   8.1   1   6     0.086        35    3.9   0.0   223   237   107   121    98   127 0.88 -
ptg000072l:663502-697163     -            787 63089at33392         -            289   3.3e-11   43.3   8.1   2   6    0.0025         1    9.0   0.3   212   268   138   194   132   213 0.78 -
ptg000072l:663502-697163     -            787 63089at33392         -            289   3.3e-11   43.3   8.1   3   6       1.4   5.7e+02   -0.1   0.0   225   256   246   275   236   312 0.67 -
ptg000072l:663502-697163     -            787 63089at33392         -            289   3.3e-11   43.3   8.1   4   6    0.0093       3.7    7.1   0.0     7    86   361   439   323   449 0.83 -
ptg000072l:663502-697163     -            787 63089at33392         -            289   3.3e-11   43.3   8.1   5   6       1.4   5.8e+02   -0.1   0.0    91   114   479   505   457   514 0.67 -
ptg000072l:663502-697163     -            787 63089at33392         -            289   3.3e-11   43.3   8.1   6   6   1.3e-06   0.00051   19.8   0.0    14    93   520   602   512   633 0.77 -
ptg000250l:1861398-1892629   -            787 63089at33392         -            289   6.3e-11   42.4   9.1   1   7     0.058        23    4.5   0.0   223   237   107   121    88   137 0.80 -
