#                                                                                    --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#        ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000170l:13863868-13890189 -            856 18102at33392         -            569  6.5e-260  863.4  20.4   1   1  5.6e-262    7e-259  860.0  20.4    11   567   188   835   181   837 0.88 -
ptg000093l:2211817-2216734   -            962 18102at33392         -            569  4.4e-111  372.0   6.9   1   2  3.6e-114  4.4e-111  372.0   6.9   121   560   104   558    94   565 0.89 -
ptg000093l:2211817-2216734   -            962 18102at33392         -            569  4.4e-111  372.0   6.9   2   2       2.5   3.1e+03   -3.9   0.1    84   110   915   941   913   952 0.79 -
ptg000008l:2850213-2871410   -            410 18102at33392         -            569  7.4e-111  371.2  10.4   1   2   1.1e-72   1.4e-69  235.0   4.3   118   364     5   275     3   282 0.86 -
ptg000008l:2850213-2871410   -            410 18102at33392         -            569  7.4e-111  371.2  10.4   2   2   5.9e-44   7.3e-41  140.2   0.4   410   532   290   410   280   410 0.93 -
ptg000080l:17517335-17541348 -            415 18102at33392         -            569  7.6e-109  364.6   6.6   1   2   3.7e-56   4.5e-53  180.5   0.8   120   344     1   214     1   224 0.94 -
ptg000080l:17517335-17541348 -            415 18102at33392         -            569  7.6e-109  364.6   6.6   2   2     6e-58   7.4e-55  186.4   0.6   408   552   264   413   247   415 0.93 -
ptg000157l:2613716-2638227   -            419 18102at33392         -            569     3e-95  319.7   3.9   1   2   5.2e-51   6.5e-48  163.4   1.8   128   345     2   219     1   238 0.86 -
ptg000157l:2613716-2638227   -            419 18102at33392         -            569     3e-95  319.7   3.9   2   2   5.7e-49     7e-46  156.7   0.1   417   559   242   389   225   398 0.91 -
ptg000017l:1494451-1496589   -            713 18102at33392         -            569   1.9e-93  313.8  11.9   1   1   4.9e-94   6.1e-91  305.5  11.9   120   559   148   620   137   625 0.81 -
ptg000411l:318660-320876     -            739 18102at33392         -            569   2.1e-93  313.6  11.8   1   1   5.3e-94   6.5e-91  305.4  11.8   120   559   148   620   138   625 0.81 -
ptg000240l:10093720-10152697 -           1636 18102at33392         -            569   3.7e-91  306.2   5.1   1   4   3.7e-22   4.5e-19   68.2   0.0   121   206   590   685   573   700 0.84 -
ptg000240l:10093720-10152697 -           1636 18102at33392         -            569   3.7e-91  306.2   5.1   2   4   3.9e-24   4.8e-21   74.7   0.4   201   339   705   833   691   860 0.89 -
ptg000240l:10093720-10152697 -           1636 18102at33392         -            569   3.7e-91  306.2   5.1   3   4     0.054        67    1.6   0.0   348   364   872   888   866   897 0.89 -
ptg000240l:10093720-10152697 -           1636 18102at33392         -            569   3.7e-91  306.2   5.1   4   4   3.3e-50   4.1e-47  160.8   0.1   409   556   907  1060   895  1066 0.93 -
ptg000369l:804187-840660     -           1680 18102at33392         -            569   6.8e-91  305.3   4.9   1   4   3.7e-22   4.6e-19   68.2   0.0   121   207   590   686   574   702 0.84 -
ptg000369l:804187-840660     -           1680 18102at33392         -            569   6.8e-91  305.3   4.9   2   4   7.9e-24   9.7e-21   73.7   0.3   200   339   704   833   690   842 0.89 -
ptg000369l:804187-840660     -           1680 18102at33392         -            569   6.8e-91  305.3   4.9   3   4     0.058        71    1.5   0.0   348   364   872   888   866   893 0.88 -
ptg000369l:804187-840660     -           1680 18102at33392         -            569   6.8e-91  305.3   4.9   4   4   3.4e-50   4.2e-47  160.8   0.1   409   556   907  1060   895  1066 0.93 -
ptg000377l:656957-672961     -            403 18102at33392         -            569     4e-86  289.6  12.1   1   2     7e-47   8.7e-44  149.8   6.0   128   339     1   200     1   222 0.87 -
ptg000377l:656957-672961     -            403 18102at33392         -            569     4e-86  289.6  12.1   2   2   1.3e-44   1.5e-41  142.4   0.4   413   561   232   383   214   389 0.90 -
ptg000520l:755904-769267     -            403 18102at33392         -            569   1.1e-84  284.9  12.4   1   2   7.5e-47   9.3e-44  149.7   6.1   128   339     1   200     1   220 0.87 -
ptg000520l:755904-769267     -            403 18102at33392         -            569   1.1e-84  284.9  12.4   2   2   3.1e-43   3.9e-40  137.8   0.4   413   561   232   383   222   389 0.89 -
ptg000520l:656399-669196     -            371 18102at33392         -            569   1.4e-80  271.3   7.6   1   2     1e-48   1.3e-45  155.9   3.6   128   338     1   212     1   224 0.87 -
ptg000520l:656399-669196     -            371 18102at33392         -            569   1.4e-80  271.3   7.6   2   2   1.1e-36   1.3e-33  116.2   0.1   439   561   225   351   221   357 0.91 -
ptg000377l:539913-551770     -            371 18102at33392         -            569   1.6e-80  271.1   7.6   1   2     1e-48   1.3e-45  155.9   3.6   128   338     1   212     1   224 0.87 -
ptg000377l:539913-551770     -            371 18102at33392         -            569   1.6e-80  271.1   7.6   2   2   1.3e-36   1.6e-33  115.9   0.1   439   561   225   351   221   357 0.91 -
ptg000044l:4879008-4880495   -            496 18102at33392         -            569   1.6e-73  248.0   0.1   1   1   1.3e-74   1.6e-71  241.4   0.1   123   548     1   476     1   488 0.74 -
ptg000080l:20655751-20657100 -            429 18102at33392         -            569   2.6e-71  240.7   4.5   1   1   3.6e-74   4.4e-71  239.9   4.5   204   560     2   354     1   358 0.82 -
#
# Program:         hmmsearch
# Version:         3.2.1 (June 2018)
# Pipeline mode:   SEARCH
# Query file:      /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/18102at33392.hmm
