#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000136l:60268-71632     -            256 104670at33392        -            160   7.6e-66  221.1  18.9   1   3    0.0024        11    6.0   0.0     1    13    19    31    19    35 0.92 -
ptg000136l:60268-71632     -            256 104670at33392        -            160   7.6e-66  221.1  18.9   2   3   1.1e-46   5.1e-43  146.9   5.6     6    99    42   135    37   162 0.92 -
ptg000136l:60268-71632     -            256 104670at33392        -            160   7.6e-66  221.1  18.9   3   3   1.3e-24   6.1e-21   75.2   2.8   101   160   194   256   175   256 0.89 -
ptg000361l:647140-659747   -            256 104670at33392        -            160   1.5e-65  220.1  18.9   1   3    0.0024        11    6.0   0.0     1    13    19    31    19    35 0.92 -
ptg000361l:647140-659747   -            256 104670at33392        -            160   1.5e-65  220.1  18.9   2   3   1.1e-46   5.1e-43  146.9   5.6     6    99    42   135    37   162 0.92 -
ptg000361l:647140-659747   -            256 104670at33392        -            160   1.5e-65  220.1  18.9   3   3   2.6e-24   1.2e-20   74.2   2.8   101   160   194   256   175   256 0.89 -
ptg000092l:1490060-1490973 -            217 104670at33392        -            160    0.0029   17.7   1.3   1   2     0.083   3.9e+02    1.0   1.3    45    69    70    94    28   108 0.56 -
ptg000092l:1490060-1490973 -            217 104670at33392        -            160    0.0029   17.7   1.3   2   2   6.3e-07    0.0029   17.7   1.3    96   159   146   212   125   213 0.88 -
ptg000303l:970883-971796   -            217 104670at33392        -            160    0.0029   17.7   1.3   1   2     0.083   3.9e+02    1.0   1.3    45    69    70    94    28   108 0.56 -
ptg000303l:970883-971796   -            217 104670at33392        -            160    0.0029   17.7   1.3   2   2   6.3e-07    0.0029   17.7   1.3    96   159   146   212   125   213 0.88 -
#
# Program:         hmmsearch
# Version:         3.2.1 (June 2018)
# Pipeline mode:   SEARCH
# Query file:      /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/104670at33392.hmm
# Target file:     /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/hmmer_output/initial_run_results/104670at33392.out --cpu 1 /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/104670at33392.hmm /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas 
# Current dir:     /home/tpsylvst/projects/diaprepes_assembly/busco
# Date:            Mon Nov 28 14:22:46 2022
# [ok]
