#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000160l:4270095-4275290 -            420 42451at33392         -            308  3.4e-111  371.4  23.2   1   3   1.4e-22   3.3e-19   69.2   0.7     1    51     6    59     6    80 0.80 -
ptg000160l:4270095-4275290 -            420 42451at33392         -            308  3.4e-111  371.4  23.2   2   3   9.6e-80   2.2e-76  257.0   9.9    49   265    89   341    87   360 0.84 -
ptg000160l:4270095-4275290 -            420 42451at33392         -            308  3.4e-111  371.4  23.2   3   3   2.2e-17   5.1e-14   52.2   0.4   265   308   373   416   352   416 0.93 -
ptg000104l:8947124-9038355 -            252 42451at33392         -            308   8.2e-13   48.2   2.2   1   1   4.4e-16     1e-12   47.9   2.2    76   167   126   215    65   241 0.83 -
ptg000101l:5916062-5951521 -            665 42451at33392         -            308   4.8e-12   45.7   6.8   1   2       2.6   6.1e+03   -3.9   9.5   161   261   405   506   380   554 0.70 -
ptg000101l:5916062-5951521 -            665 42451at33392         -            308   4.8e-12   45.7   6.8   2   2   2.1e-15   4.8e-12   45.7   6.8    81   162   583   661   540   664 0.81 -
ptg000270l:211624-221895   -            669 42451at33392         -            308   1.8e-08   34.0   1.0   1   2   7.6e-12   1.8e-08   34.0   1.0   103   160   155   211   145   233 0.82 -
ptg000270l:211624-221895   -            669 42451at33392         -            308   1.8e-08   34.0   1.0   2   2       2.7   6.2e+03   -3.9   4.1    25    92   416   480   400   515 0.51 -
ptg000817l:217876-238886   -            781 42451at33392         -            308   2.4e-08   33.6   2.6   1   1   2.1e-11   4.9e-08   32.5   2.6    95   156   711   771   697   775 0.81 -
ptg000090l:507192-530000   -            781 42451at33392         -            308   2.4e-08   33.6   2.6   1   1   2.1e-11   4.9e-08   32.5   2.6    95   156   711   771   697   775 0.81 -
ptg000061l:1788894-1870995 -           1107 42451at33392         -            308   6.7e-07   28.8   2.8   1   1   5.1e-10   1.2e-06   28.0   2.8   103   161  1049  1105  1034  1107 0.86 -
ptg000528l:2084538-2099073 -            406 42451at33392         -            308   2.7e-06   26.8   1.1   1   1   1.6e-09   3.8e-06   26.3   1.1   109   164   309   363   256   388 0.74 -
#
# Program:         hmmsearch
# Version:         3.2.1 (June 2018)
# Pipeline mode:   SEARCH
# Query file:      /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/42451at33392.hmm
# Target file:     /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/hmmer_output/initial_run_results/42451at33392.out --cpu 1 /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/42451at33392.hmm /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas 
# Current dir:     /home/tpsylvst/projects/diaprepes_assembly/busco
# Date:            Mon Nov 28 14:23:03 2022
# [ok]
