#                                                                                    --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#        ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000020l:6380799-6401854   -            151 106592at33392        -            122     2e-83  276.5   0.2   1   1   2.8e-86   2.3e-83  276.3   0.2     1   122    16   140    16   140 0.99 -
ptg000035l:17353387-17353794 -            136 106592at33392        -            122   1.6e-30  105.7   0.0   1   1   2.3e-33   1.8e-30  105.5   0.0     2   118    11   130    10   134 0.91 -
ptg000283l:3165881-3174110   -            174 106592at33392        -            122   7.5e-29  100.3   0.0   1   1   1.2e-31   9.8e-29   99.9   0.0     4   119    47   164    44   169 0.90 -
ptg000598l:570276-571016     -            166 106592at33392        -            122   1.6e-25   89.6   0.6   1   1   1.7e-27   1.4e-24   86.5   0.6     4   120    19   152    16   154 0.85 -
ptg000240l:7851000-7852421   -            124 106592at33392        -            122   5.2e-25   87.9   0.1   1   1   7.5e-28     6e-25   87.7   0.1     4    99    26   121    23   124 0.97 -
ptg000149l:23403915-23458888 -            242 106592at33392        -            122   2.2e-24   85.8   0.8   1   1   1.6e-26   1.3e-23   83.4   0.8     1   117    21   154    21   163 0.85 -
ptg000039l:2957154-2957483   -            110 106592at33392        -            122   2.5e-24   85.7   0.0   1   1   3.7e-27     3e-24   85.4   0.0    26   115     2    94     1   100 0.85 -
ptg000155l:2234525-2245129   -            199 106592at33392        -            122   3.2e-23   82.1   0.0   1   1     6e-26   4.8e-23   81.5   0.0    14   117    32   139    22   144 0.91 -
ptg000283l:3165035-3165492   -            128 106592at33392        -            122   1.1e-22   80.3   0.0   1   1   1.5e-25   1.2e-22   80.2   0.0     6   114    15   126    10   128 0.88 -
ptg000385l:333662-339784     -            168 106592at33392        -            122     1e-21   77.2   0.2   1   1   1.2e-23   9.4e-21   74.1   0.2     3   121    19   153    17   154 0.84 -
ptg000571l:6422-14943        -            158 106592at33392        -            122   1.1e-20   73.9   0.4   1   1   1.4e-22   1.1e-19   70.7   0.4     3   111    19   143    17   155 0.81 -
ptg000024l:18014433-18031487 -            100 106592at33392        -            122   5.8e-20   71.6   0.0   1   1     9e-23   7.3e-20   71.3   0.0    30   120     1    88     1    90 0.91 -
ptg000254l:7442965-7451266   -            145 106592at33392        -            122   1.2e-18   67.4   0.1   1   1     2e-21   1.6e-18   66.9   0.1    15   119    20   124    15   130 0.89 -
ptg000025l:3526558-3527462   -            182 106592at33392        -            122   2.1e-16   60.1   0.0   1   1   3.4e-19   2.7e-16   59.7   0.0     9   121    47   161    40   162 0.88 -
ptg000045l:4776458-4776673   -             72 106592at33392        -            122   1.2e-12   48.0   0.0   1   1   1.6e-15   1.3e-12   47.8   0.0    26    90     7    71     3    72 0.90 -
ptg000017l:1378975-1381202   -            229 106592at33392        -            122   9.8e-12   45.0   0.0   1   1   1.9e-14   1.5e-11   44.4   0.0     1   113    23   137    23   145 0.82 -
ptg000411l:440127-445383     -            229 106592at33392        -            122   9.8e-12   45.0   0.0   1   1   1.9e-14   1.5e-11   44.4   0.0     1   113    23   137    23   145 0.82 -
ptg000080l:25311954-25312112 -             53 106592at33392        -            122   1.9e-10   40.9   0.0   1   1   2.5e-13     2e-10   40.8   0.0    32    82     1    52     1    53 0.94 -
ptg000250l:989717-989962     -             82 106592at33392        -            122     8e-09   35.6   0.0   1   1   1.1e-11   8.8e-09   35.5   0.0     3    70    12    82    10    82 0.84 -
ptg000318l:789427-795291     -            136 106592at33392        -            122   8.1e-08   32.4   0.0   1   1   1.3e-10     1e-07   32.0   0.0    15    98    33   119    20   128 0.84 -
ptg000036l:5747329-5747499   -             57 106592at33392        -            122   1.7e-07   31.3   0.2   1   1   2.4e-10   1.9e-07   31.1   0.2    25    75     1    56     1    57 0.83 -
ptg000509l:1880003-1883068   -            115 106592at33392        -            122   1.5e-05   25.1   0.0   1   1   2.4e-08   1.9e-05   24.7   0.0     9    92    21   105    14   113 0.79 -
ptg000335l:1242459-1245921   -            121 106592at33392        -            122   1.5e-05   25.0   0.0   1   1   2.4e-08   1.9e-05   24.7   0.0     9    93    21   106    14   116 0.79 -
#
# Program:         hmmsearch
# Version:         3.2.1 (June 2018)
# Pipeline mode:   SEARCH
# Query file:      /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/106592at33392.hmm
# Target file:     /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/hmmer_output/initial_run_results/106592at33392.out --cpu 1 /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/106592at33392.hmm /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas 
# Current dir:     /home/tpsylvst/projects/diaprepes_assembly/busco
# Date:            Mon Nov 28 14:22:48 2022
# [ok]
