#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000004l:1174940-1176553 -            410 54220at33392         -            288   9.7e-74  248.2  30.9   1   3     0.046        61    2.7   0.1     1    22     8    32     8    40 0.83 -
ptg000004l:1174940-1176553 -            410 54220at33392         -            288   9.7e-74  248.2  30.9   2   3   8.2e-62   1.1e-58  198.8  11.3    15   241    42   312    34   328 0.81 -
ptg000004l:1174940-1176553 -            410 54220at33392         -            288   9.7e-74  248.2  30.9   3   3   4.2e-16   5.5e-13   48.8  13.5   207   279   308   380   289   386 0.85 -
ptg000598l:929595-930068   -            158 54220at33392         -            288    0.0011   18.3   0.3   1   2   3.8e-06     0.005   16.1   0.0    67   103     2    37     1    67 0.84 -
ptg000598l:929595-930068   -            158 54220at33392         -            288    0.0011   18.3   0.3   2   2      0.23   3.1e+02    0.4   0.1    69    99    96   126    61   144 0.59 -
ptg000147l:5933551-5934024 -            158 54220at33392         -            288    0.0038   16.5   0.3   1   2   1.1e-05     0.015   14.6   0.1    73   103     7    37     1    81 0.84 -
ptg000147l:5933551-5934024 -            158 54220at33392         -            288    0.0038   16.5   0.3   2   2      0.25   3.3e+02    0.3   0.1    69    99    96   126    65   145 0.59 -
ptg000007l:403764-404318   -            185 54220at33392         -            288    0.0062   15.8   0.3   1   2   1.6e-05     0.021   14.1   0.0    73   103     7    37     1    79 0.86 -
ptg000007l:403764-404318   -            185 54220at33392         -            288    0.0062   15.8   0.3   2   2      0.34   4.5e+02   -0.1   0.1    69    98    96   125    64   144 0.59 -
ptg000031l:2749452-2750006 -            185 54220at33392         -            288    0.0062   15.8   0.3   1   2   1.6e-05     0.021   14.1   0.0    73   103     7    37     1    79 0.86 -
ptg000031l:2749452-2750006 -            185 54220at33392         -            288    0.0062   15.8   0.3   2   2      0.34   4.5e+02   -0.1   0.1    69    98    96   125    64   144 0.59 -
ptg000162l:5861166-5861720 -            185 54220at33392         -            288    0.0062   15.8   0.3   1   2   1.6e-05     0.021   14.1   0.0    73   103     7    37     1    79 0.86 -
