#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000073l:3655223-3659503 -            512 51250at33392         -            364  2.1e-139  464.5  10.1   1   2   1.1e-16   3.5e-13   49.3   0.2     7    62    44   118    30   125 0.73 -
ptg000073l:3655223-3659503 -            512 51250at33392         -            364  2.1e-139  464.5  10.1   2   2  1.2e-128  3.7e-125  417.7   5.0    84   364   196   498   134   498 0.90 -
ptg000160l:4293368-4296881 -            307 51250at33392         -            364     5e-90  302.1   1.5   1   1   1.9e-93   5.9e-90  301.8   1.5    91   362     1   301     1   303 0.90 -
ptg000023l:1668997-1681680 -            608 51250at33392         -            364   1.2e-45  156.1   0.3   1   1   5.2e-49   1.6e-45  155.6   0.3    82   357   111   416    83   423 0.79 -
ptg000205l:902854-906434   -            132 51250at33392         -            364   1.1e-24   87.1   0.4   1   2     2e-22   6.2e-19   68.2   0.0   179   229    11    61     1    85 0.86 -
ptg000205l:902854-906434   -            132 51250at33392         -            364   1.1e-24   87.1   0.4   2   2   3.4e-07     0.001   18.1   0.1   315   339    99   123    62   130 0.87 -
ptg000070l:284350-287019   -            132 51250at33392         -            364   2.5e-24   85.9   0.3   1   2     5e-22   1.6e-18   66.9   0.0   179   229    11    61     1    81 0.87 -
ptg000070l:284350-287019   -            132 51250at33392         -            364   2.5e-24   85.9   0.3   2   2   3.4e-07    0.0011   18.1   0.1   315   339    99   123    62   130 0.87 -
ptg000142l:1216523-1228794 -            677 51250at33392         -            364   5.7e-12   45.3   4.7   1   3   2.7e-14   8.5e-11   41.4   0.1    84   243    19   201     9   211 0.76 -
ptg000142l:1216523-1228794 -            677 51250at33392         -            364   5.7e-12   45.3   4.7   2   3      0.44   1.4e+03   -2.0   0.0   329   344   315   330   309   348 0.80 -
ptg000142l:1216523-1228794 -            677 51250at33392         -            364   5.7e-12   45.3   4.7   3   3    0.0039        12    4.7   0.5   104   236   383   527   338   554 0.68 -
#
# Program:         hmmsearch
# Version:         3.2.1 (June 2018)
# Pipeline mode:   SEARCH
# Query file:      /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/51250at33392.hmm
# Target file:     /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/hmmer_output/initial_run_results/51250at33392.out --cpu 1 /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/51250at33392.hmm /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas 
# Current dir:     /home/tpsylvst/projects/diaprepes_assembly/busco
# Date:            Mon Nov 28 14:23:14 2022
# [ok]
