#                                                                                    --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#        ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000653l:277964-301113     -            172 105766at33392        -            133     1e-62  209.9  14.1   1   1   3.6e-65   4.4e-62  207.9  14.1     1   133     1   172     1   172 0.90 -
ptg000139l:873314-898304     -            172 105766at33392        -            133   1.1e-62  209.8  14.2   1   1   3.9e-65   4.8e-62  207.7  14.2     1   133     1   172     1   172 0.91 -
ptg000024l:20449673-20477567 -            131 105766at33392        -            133   2.2e-13   50.3   1.4   1   2    0.0028       3.5    7.5   0.0    73   102     6    35     2    42 0.84 -
ptg000024l:20449673-20477567 -            131 105766at33392        -            133   2.2e-13   50.3   1.4   2   2   7.1e-14   8.8e-11   41.8   0.7    41   124    43   130    37   131 0.86 -
ptg000160l:3486603-3492736   -            188 105766at33392        -            133   3.7e-13   49.5   1.6   1   1     2e-15   2.4e-12   46.9   1.6    12   124    23   166    12   173 0.79 -
ptg000456l:941823-942023     -             67 105766at33392        -            133   1.7e-09   37.7   0.0   1   1   1.5e-12   1.9e-09   37.5   0.0    51   106     7    63     3    67 0.82 -
ptg000509l:8381283-8381483   -             67 105766at33392        -            133   1.7e-09   37.7   0.0   1   1   1.5e-12   1.9e-09   37.5   0.0    51   106     7    63     3    67 0.82 -
ptg000008l:9061938-9062222   -             95 105766at33392        -            133     3e-08   33.7   2.2   1   1   2.8e-11   3.5e-08   33.4   2.2    52   124    14    94     6    95 0.74 -
ptg000265l:16001430-16018555 -            101 105766at33392        -            133   3.7e-08   33.4   1.1   1   2   0.00056       0.7    9.8   0.0    70   100     3    33     1    40 0.85 -
ptg000265l:16001430-16018555 -            101 105766at33392        -            133   3.7e-08   33.4   1.1   2   2   5.7e-08     7e-05   22.7   0.3    80   124    44    92    40   100 0.82 -
ptg000356l:679076-736431     -           1096 105766at33392        -            133   2.4e-06   27.5   2.8   1   2      0.29   3.6e+02    1.0   0.1    21    83     6    66     2    98 0.74 -
ptg000356l:679076-736431     -           1096 105766at33392        -            133   2.4e-06   27.5   2.8   2   2   1.8e-08   2.2e-05   24.4   0.6    49   102   157   209   119   248 0.78 -
ptg000299l:1047931-1093409   -           1094 105766at33392        -            133   2.4e-06   27.5   2.7   1   2      0.29   3.6e+02    1.0   0.1    21    83     6    66     2    98 0.74 -
ptg000299l:1047931-1093409   -           1094 105766at33392        -            133   2.4e-06   27.5   2.7   2   2   1.7e-08   2.2e-05   24.4   0.5    49   102   157   209   119   248 0.78 -
ptg000088l:6673879-6678675   -            103 105766at33392        -            133   5.2e-05   23.2   1.3   1   2   0.00043      0.53   10.2   0.0    72   102     6    36     2    42 0.85 -
ptg000088l:6673879-6678675   -            103 105766at33392        -            133   5.2e-05   23.2   1.3   2   2   0.00011      0.14   12.1   0.4    79   123    45    93    40   101 0.82 -
ptg000155l:2894717-2894965   -             83 105766at33392        -            133   0.00056   19.8   1.4   1   1   9.2e-07    0.0011   18.8   1.4    51    98    14    60     1    80 0.85 -
ptg000478l:1029096-1037880   -            151 105766at33392        -            133    0.0051   16.7   0.3   1   2         1   1.3e+03   -0.7   0.0    76    91    19    34     7    48 0.69 -
ptg000478l:1029096-1037880   -            151 105766at33392        -            133    0.0051   16.7   0.3   2   2   1.2e-05     0.015   15.2   0.1    54   124    68   141    47   150 0.75 -
ptg000296l:3922714-3927730   -            153 105766at33392        -            133     0.014   15.3   0.9   1   2      0.71   8.8e+02   -0.2   0.0    76    91    19    34     7    69 0.72 -
ptg000296l:3922714-3927730   -            153 105766at33392        -            133     0.014   15.3   0.9   2   2   0.00022      0.27   11.2   0.3    70   123    86   142    53   151 0.66 -
ptg000074l:1710421-1714544   -            412 105766at33392        -            133     0.024   14.5   0.0   1   2      0.67   8.3e+02   -0.1   0.0    72    95   135   158   111   166 0.81 -
ptg000074l:1710421-1714544   -            412 105766at33392        -            133     0.024   14.5   0.0   2   2   0.00038      0.47   10.4   0.0    31    95   268   331   234   347 0.79 -
#
# Program:         hmmsearch
# Version:         3.2.1 (June 2018)
# Pipeline mode:   SEARCH
# Query file:      /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/105766at33392.hmm
# Target file:     /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/hmmer_output/initial_run_results/105766at33392.out --cpu 1 /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/105766at33392.hmm /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas 
# Current dir:     /home/tpsylvst/projects/diaprepes_assembly/busco
# Date:            Mon Nov 28 14:22:51 2022
# [ok]
