#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000224l:960256-974873   -            263 111826at33392        -            218   6.5e-80  267.6  18.5   1   2   1.5e-38   5.4e-35  120.8   2.0    10   116    25   133     6   141 0.92 -
ptg000224l:960256-974873   -            263 111826at33392        -            218   6.5e-80  267.6  18.5   2   2   2.6e-48   9.5e-45  152.7   8.9   111   218   155   262   148   262 0.96 -
ptg000598l:934387-935559   -            288 111826at33392        -            218   1.5e-38  132.4  21.4   1   2   2.6e-16   9.5e-13   48.1   9.5    11   127    14   136     8   143 0.90 -
ptg000598l:934387-935559   -            288 111826at33392        -            218   1.5e-38  132.4  21.4   2   2     3e-29   1.1e-25   90.4   4.0   104   216   174   286   162   288 0.85 -
ptg000283l:3194084-3202482 -            310 111826at33392        -            218   9.7e-19   67.7  15.1   1   1   5.8e-22   2.2e-18   66.5  15.1    87   215   182   309   101   310 0.85 -
ptg000172l:4885855-4895812 -            367 111826at33392        -            218   2.8e-10   40.0   0.4   1   2     0.042   1.5e+02    1.6   3.6     9    82    98   170    94   219 0.69 -
ptg000172l:4885855-4895812 -            367 111826at33392        -            218   2.8e-10   40.0   0.4   2   2   7.5e-14   2.8e-10   40.0   0.4   111   211   263   364   248   367 0.79 -
ptg000244l:4711406-4712472 -            313 111826at33392        -            218    0.0048   16.3   1.0   1   2    0.0056        21    4.5   5.8    23   107    60   143    45   175 0.81 -
ptg000244l:4711406-4712472 -            313 111826at33392        -            218    0.0048   16.3   1.0   2   2   1.3e-06    0.0048   16.3   1.0   129   201   228   300   203   308 0.89 -
#
# Program:         hmmsearch
# Version:         3.2.1 (June 2018)
# Pipeline mode:   SEARCH
# Query file:      /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/111826at33392.hmm
# Target file:     /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/hmmer_output/initial_run_results/111826at33392.out --cpu 1 /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/111826at33392.hmm /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas 
# Current dir:     /home/tpsylvst/projects/diaprepes_assembly/busco
# Date:            Mon Nov 28 14:22:51 2022
# [ok]
