#                                                                                --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name            accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#    ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000328l:112472-129494 -            768 29751at33392         -            516  1.9e-162  541.5  17.6   1   5   1.5e-71   1.4e-67  228.6   3.3     1   202     5   239     5   243 0.84 -
ptg000328l:112472-129494 -            768 29751at33392         -            516  1.9e-162  541.5  17.6   2   5   2.9e-40   2.6e-36  125.4   0.8   195   275   254   339   250   351 0.91 -
ptg000328l:112472-129494 -            768 29751at33392         -            516  1.9e-162  541.5  17.6   3   5   2.9e-27   2.7e-23   82.4   0.0   275   338   372   435   368   450 0.94 -
ptg000328l:112472-129494 -            768 29751at33392         -            516  1.9e-162  541.5  17.6   4   5    0.0068        63    2.0   0.0   360   381   540   561   490   576 0.69 -
ptg000328l:112472-129494 -            768 29751at33392         -            516  1.9e-162  541.5  17.6   5   5     2e-35   1.9e-31  109.4   0.0   391   509   605   738   591   744 0.79 -
ptg000090l:11632-26058   -            800 29751at33392         -            516    6e-158  526.7  22.1   1   6     2e-60   1.9e-56  191.8   3.4     1   164     7   192     7   207 0.86 -
ptg000090l:11632-26058   -            800 29751at33392         -            516    6e-158  526.7  22.1   2   6   8.6e-12   7.9e-08   31.4   0.1   165   202   228   265   213   269 0.87 -
ptg000090l:11632-26058   -            800 29751at33392         -            516    6e-158  526.7  22.1   3   6   1.6e-40   1.5e-36  126.2   0.7   195   280   280   369   276   375 0.90 -
ptg000090l:11632-26058   -            800 29751at33392         -            516    6e-158  526.7  22.1   4   6     3e-27   2.8e-23   82.4   0.0   275   338   397   460   393   480 0.94 -
ptg000090l:11632-26058   -            800 29751at33392         -            516    6e-158  526.7  22.1   5   6    0.0069        64    2.0   0.0   360   381   573   594   522   609 0.68 -
ptg000090l:11632-26058   -            800 29751at33392         -            516    6e-158  526.7  22.1   6   6   3.4e-33   3.1e-29  102.0   0.0   391   501   638   753   624   776 0.79 -
#
# Program:         hmmsearch
# Version:         3.2.1 (June 2018)
# Pipeline mode:   SEARCH
# Query file:      /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/29751at33392.hmm
# Target file:     /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/hmmer_output/initial_run_results/29751at33392.out --cpu 1 /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/29751at33392.hmm /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas 
# Current dir:     /home/tpsylvst/projects/diaprepes_assembly/busco
# Date:            Mon Nov 28 14:23:02 2022
# [ok]
