#                                                                                    --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#        ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000296l:7414251-7420370   -            351 87658at33392         -            205   1.3e-39  135.5   2.8   1   2     0.028        58    2.7   0.0    10    39    11    39     6    52 0.85 -
ptg000296l:7414251-7420370   -            351 87658at33392         -            205   1.3e-39  135.5   2.8   2   2     6e-40   1.2e-36  125.7   1.9    43   205    65   282    63   282 0.76 -
ptg000087l:176470-182588     -            351 87658at33392         -            205   1.4e-39  135.4   2.7   1   2     0.034        69    2.4   0.0    10    39    11    39     6    48 0.87 -
ptg000087l:176470-182588     -            351 87658at33392         -            205   1.4e-39  135.4   2.7   2   2     6e-40   1.2e-36  125.7   1.9    43   205    65   282    63   282 0.76 -
ptg000265l:15167771-15170113 -            504 87658at33392         -            205   7.1e-07   28.5   0.4   1   3    0.0011       2.2    7.3   0.0    77    98    93   114    81   128 0.84 -
ptg000265l:15167771-15170113 -            504 87658at33392         -            205   7.1e-07   28.5   0.4   2   3    0.0013       2.6    7.1   0.0    76   101   177   202   156   209 0.87 -
ptg000265l:15167771-15170113 -            504 87658at33392         -            205   7.1e-07   28.5   0.4   3   3   0.00019       0.4    9.8   0.1   163   200   247   284   227   288 0.76 -
ptg000072l:663502-697163     -            787 87658at33392         -            205   3.3e-05   23.1   0.7   1   4    0.0014       2.9    6.9   0.0    74   103   103   132    56   137 0.74 -
ptg000072l:663502-697163     -            787 87658at33392         -            205   3.3e-05   23.1   0.7   2   4   0.00019      0.39    9.8   0.2     7   157   166   329   160   345 0.61 -
ptg000072l:663502-697163     -            787 87658at33392         -            205   3.3e-05   23.1   0.7   3   4      0.45   9.3e+02   -1.2   0.0    71    94   373   396   338   401 0.74 -
ptg000072l:663502-697163     -            787 87658at33392         -            205   3.3e-05   23.1   0.7   4   4       2.2   4.4e+03   -3.5   0.0   176   195   570   589   526   594 0.61 -
ptg000250l:1861398-1892629   -            787 87658at33392         -            205   3.4e-05   23.1   0.9   1   4    0.0014       2.9    6.9   0.0    74   103   103   132    56   137 0.74 -
ptg000250l:1861398-1892629   -            787 87658at33392         -            205   3.4e-05   23.1   0.9   2   4    0.0002       0.4    9.7   0.3     7   155   166   327   160   340 0.59 -
ptg000250l:1861398-1892629   -            787 87658at33392         -            205   3.4e-05   23.1   0.9   3   4      0.54   1.1e+03   -1.5   0.0    71    95   373   397   347   401 0.82 -
ptg000250l:1861398-1892629   -            787 87658at33392         -            205   3.4e-05   23.1   0.9   4   4       2.2   4.4e+03   -3.5   0.0   176   195   570   589   526   594 0.61 -
ptg000062l:43949896-44114443 -            786 87658at33392         -            205   0.00054   19.1   0.4   1   4     0.013        27    3.8   0.0    77    99    21    43     6    50 0.85 -
ptg000062l:43949896-44114443 -            786 87658at33392         -            205   0.00054   19.1   0.4   2   4     0.024        50    2.9   0.0    76    99    62    85    55    96 0.83 -
ptg000062l:43949896-44114443 -            786 87658at33392         -            205   0.00054   19.1   0.4   3   4     0.051   1.1e+02    1.8   0.0   147   178   110   141    99   146 0.72 -
ptg000062l:43949896-44114443 -            786 87658at33392         -            205   0.00054   19.1   0.4   4   4    0.0092        19    4.3   0.0    77    97   147   167   143   202 0.76 -
ptg000021l:5600304-5747647   -            921 87658at33392         -            205    0.0017   17.5   0.5   1   3     0.057   1.2e+02    1.7   0.0    75   134   152   207   143   211 0.74 -
ptg000021l:5600304-5747647   -            921 87658at33392         -            205    0.0017   17.5   0.5   2   3   0.00046      0.95    8.5   0.1    18    96   339   414   329   449 0.80 -
ptg000021l:5600304-5747647   -            921 87658at33392         -            205    0.0017   17.5   0.5   3   3     0.035        72    2.4   0.0   172   196   520   544   516   551 0.82 -
ptg000283l:2621155-2623464   -            409 87658at33392         -            205    0.0019   17.3   0.1   1   2   8.4e-05      0.17   10.9   0.0    71   105   177   211   150   224 0.87 -
ptg000283l:2621155-2623464   -            409 87658at33392         -            205    0.0019   17.3   0.1   2   2     0.016        32    3.5   0.0    70    96   343   370   312   394 0.76 -
ptg000397l:1399927-1406048   -            478 87658at33392         -            205     0.082   12.0   0.0   1   5       2.3   4.8e+03   -3.6   0.0    77    99   164   186   162   189 0.79 -
ptg000397l:1399927-1406048   -            478 87658at33392         -            205     0.082   12.0   0.0   2   5     0.046        95    2.0   0.0    75    97   253   275   212   291 0.82 -
ptg000397l:1399927-1406048   -            478 87658at33392         -            205     0.082   12.0   0.0   3   5      0.25   5.1e+02   -0.4   0.0    72    95   293   316   279   329 0.76 -
ptg000397l:1399927-1406048   -            478 87658at33392         -            205     0.082   12.0   0.0   4   5       1.5     3e+03   -2.9   0.0   145   178   341   375   335   380 0.60 -
ptg000397l:1399927-1406048   -            478 87658at33392         -            205     0.082   12.0   0.0   5   5    0.0067        14    4.7   0.0    78   103   429   459   418   464 0.79 -
#
# Program:         hmmsearch
# Version:         3.2.1 (June 2018)
# Pipeline mode:   SEARCH
# Query file:      /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/87658at33392.hmm
# Target file:     /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/hmmer_output/initial_run_results/87658at33392.out --cpu 1 /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/87658at33392.hmm /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas 
# Current dir:     /home/tpsylvst/projects/diaprepes_assembly/busco
# Date:            Mon Nov 28 14:23:22 2022
# [ok]
