#                                                                                 --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name             accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#     ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000153l:986697-1020444 -           2019 2351at33392          -           1268         0 1846.8  35.8   1   5   3.7e-32   3.5e-28   97.9   0.0     1    88     7   105     7   144 0.85 -
ptg000153l:986697-1020444 -           2019 2351at33392          -           1268         0 1846.8  35.8   2   5   1.8e-07    0.0017   16.1   0.0   126   193   289   367   283   375 0.79 -
ptg000153l:986697-1020444 -           2019 2351at33392          -           1268         0 1846.8  35.8   3   5  4.1e-153  3.8e-149  498.6  21.9   174   532   841  1252   823  1269 0.86 -
ptg000153l:986697-1020444 -           2019 2351at33392          -           1268         0 1846.8  35.8   4   5  3.1e-157  2.9e-153  512.3   4.1   520   770  1276  1530  1245  1535 0.93 -
ptg000153l:986697-1020444 -           2019 2351at33392          -           1268         0 1846.8  35.8   5   5  2.3e-220  2.1e-216  721.4   0.0   823  1267  1535  2016  1528  2017 0.88 -
ptg000229l:600235-629857  -           1954 2351at33392          -           1268         0 1711.3  38.9   1   6   3.6e-32   3.3e-28   98.0   0.0     1    88     7   105     7   144 0.85 -
ptg000229l:600235-629857  -           1954 2351at33392          -           1268         0 1711.3  38.9   2   6   7.9e-08   0.00073   17.3   0.0   126   193   289   367   283   375 0.80 -
ptg000229l:600235-629857  -           1954 2351at33392          -           1268         0 1711.3  38.9   3   6  1.5e-104  1.4e-100  337.8  18.4   174   418   841  1131   825  1137 0.86 -
ptg000229l:600235-629857  -           1954 2351at33392          -           1268         0 1711.3  38.9   4   6   5.6e-11   5.2e-07   27.8   1.0   485   539  1134  1194  1131  1203 0.79 -
ptg000229l:600235-629857  -           1954 2351at33392          -           1268         0 1711.3  38.9   5   6  1.2e-157  1.1e-153  513.6   4.5   520   777  1211  1469  1180  1473 0.94 -
ptg000229l:600235-629857  -           1954 2351at33392          -           1268         0 1711.3  38.9   6   6  2.4e-220  2.3e-216  721.3   0.0   821  1267  1468  1951  1463  1952 0.88 -
#
# Program:         hmmsearch
# Version:         3.2.1 (June 2018)
# Pipeline mode:   SEARCH
# Query file:      /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/2351at33392.hmm
# Target file:     /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/hmmer_output/initial_run_results/2351at33392.out --cpu 1 /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/2351at33392.hmm /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas 
# Current dir:     /home/tpsylvst/projects/diaprepes_assembly/busco
# Date:            Mon Nov 28 14:23:03 2022
# [ok]
