#                                                                                  --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name              accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#      ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000073l:3709674-3742875 -            573 82922at33392         -            322  4.2e-125  417.4  24.4   1   4   2.8e-07   0.00052   19.5   5.6     1    58     1    82     1   119 0.57 -
ptg000073l:3709674-3742875 -            573 82922at33392         -            322  4.2e-125  417.4  24.4   2   4      0.78   1.4e+03   -1.7   0.1    26    78   141   190   104   207 0.52 -
ptg000073l:3709674-3742875 -            573 82922at33392         -            322  4.2e-125  417.4  24.4   3   4   4.9e-15   9.2e-12   45.0   2.6    23   116   218   318   185   320 0.68 -
ptg000073l:3709674-3742875 -            573 82922at33392         -            322  4.2e-125  417.4  24.4   4   4  2.7e-112    5e-109  364.6   0.4   110   322   338   573   322   573 0.89 -
ptg000047l:1448728-1452311 -            539 82922at33392         -            322   4.5e-28   98.5   0.1   1   4   4.8e-10   8.9e-07   28.6   0.0   139   200    62   128    58   144 0.85 -
ptg000047l:1448728-1452311 -            539 82922at33392         -            322   4.5e-28   98.5   0.1   2   4      0.86   1.6e+03   -1.8   1.1    37    82   166   206   136   247 0.46 -
ptg000047l:1448728-1452311 -            539 82922at33392         -            322   4.5e-28   98.5   0.1   3   4   1.6e-24   2.9e-21   76.2   0.1   235   317   307   389   294   395 0.88 -
ptg000047l:1448728-1452311 -            539 82922at33392         -            322   4.5e-28   98.5   0.1   4   4       3.3   6.2e+03   -3.8   7.0    28   109   434   513   404   518 0.46 -
ptg000016l:268487-272081   -            539 82922at33392         -            322   4.8e-28   98.5   0.1   1   4   5.1e-10   9.4e-07   28.5   0.0   139   200    62   128    58   141 0.85 -
ptg000016l:268487-272081   -            539 82922at33392         -            322   4.8e-28   98.5   0.1   2   4      0.75   1.4e+03   -1.6   1.1    35    82   164   206   136   247 0.46 -
ptg000016l:268487-272081   -            539 82922at33392         -            322   4.8e-28   98.5   0.1   3   4   1.6e-24   2.9e-21   76.2   0.1   235   317   307   389   294   395 0.88 -
ptg000016l:268487-272081   -            539 82922at33392         -            322   4.8e-28   98.5   0.1   4   4       3.3   6.2e+03   -3.8   7.0    28   109   434   513   404   518 0.46 -
ptg000121l:2882060-2887028 -             80 82922at33392         -            322   4.4e-22   78.9   2.0   1   1   4.7e-25   8.8e-22   77.9   2.0   233   305    19    80     6    80 0.91 -
ptg000108l:143-7915        -             88 82922at33392         -            322     4e-21   75.7   0.6   1   1   2.5e-24   4.5e-21   75.5   0.6   229   316     7    88     2    88 0.86 -
ptg000515l:488177-492386   -             88 82922at33392         -            322     4e-21   75.7   0.6   1   1   2.5e-24   4.5e-21   75.5   0.6   229   316     7    88     2    88 0.86 -
ptg000151l:1767088-1767321 -             78 82922at33392         -            322     8e-19   68.2   0.1   1   1   4.6e-22   8.5e-19   68.1   0.1   225   295     8    78     2    78 0.93 -
ptg000092l:182268-182459   -             64 82922at33392         -            322   1.4e-18   67.4   0.0   1   1   7.9e-22   1.5e-18   67.3   0.0   230   295     1    64     1    64 0.93 -
ptg000303l:2309289-2309480 -             64 82922at33392         -            322   1.4e-18   67.4   0.0   1   1   7.9e-22   1.5e-18   67.3   0.0   230   295     1    64     1    64 0.93 -
ptg000112l:2200128-2200322 -             65 82922at33392         -            322   3.8e-18   65.9   0.0   1   1   2.2e-21   4.1e-18   65.8   0.0   229   295     1    65     1    65 0.92 -
#
# Program:         hmmsearch
# Version:         3.2.1 (June 2018)
# Pipeline mode:   SEARCH
# Query file:      /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/82922at33392.hmm
# Target file:     /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/hmmer_output/initial_run_results/82922at33392.out --cpu 1 /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/82922at33392.hmm /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/initial_results/diaprepes.fa.modified.fas 
# Current dir:     /home/tpsylvst/projects/diaprepes_assembly/busco
# Date:            Mon Nov 28 14:23:18 2022
# [ok]
