191	176892+35268	0	288	1	120068at33392|ptg000613l|+|32|0.0005742|2|176892|212159|176892[176892]:176939[176939]:48[48]|211920[211920]:212159[212159]:240[240]
196	39357+11815	0	1553	1	133508at33392|ptg000773l|+|37|1.794e-05|2|39357|51171|39357[39357]:39437[39437]:81[81]|51130[51130]:51171[51171]:42[42]
283	214179+81503	0	1920	1	133508at33392|ptg000807l|+|40|2.243e-06|2|214179|295681|214179[214179]:214259[214259]:81[81]|295628[295640]:295681[295681]:54[42]
404	1604666-55153	0	289	-1	87301at33392|ptg000554l|-|46|3.504e-08|2|1549514|1604666|1604666[1604666]:1604418[1604418]:249[249]|1549759[1549759]:1549514[1549514]:246[246]
404	1531859-95571	0	1810	-1	120068at33392|ptg000554l|-|35|7.177e-05|2|1436289|1531859|1531859[1531859]:1531782[1531782]:78[78]|1436528[1436528]:1436289[1436289]:240[240]
405	420773+24580	0	1553	1	133508at33392|ptg000586l|+|47|1.752e-08|2|420773|445352|420773[420773]:420853[420853]:81[81]|445278[445287]:445352[445352]:75[66]
406	565451-507	0	708	-1	38863at33392|ptg000618l|-|114|1.187e-28|1|564945|565451|565451[565451]:564945[564945]:507[507]
558	2891780-102022	0	358	-1	133508at33392|ptg000014l|-|44|1.402e-07|2|2789759|2891780|2891780[2891780]:2891709[2891709]:72[72]|2789836[2789833]:2789759[2789759]:78[75]
558	2428883+402	0	470	1	120068at33392|ptg000014l|+|33|0.0002871|1|2428883|2429284|2428883[2428883]:2429284[2429284]:402[402]
558	5990831-104777	0	564	-1	131785at33392|ptg000014l|-|43|2.804e-07|2|5886055|5990831|5990831[5990831]:5990796[5990796]:36[36]|5886492[5886492]:5886055[5886055]:438[438]
558	1542825+660	0	716	1	44726at33392|ptg000014l|+|49|4.381e-09|1|1542825|1543484|1542825[1542825]:1543484[1543484]:660[660]
558	1844082-62918	0	1027	-1	133508at33392|ptg000014l|-|39|4.486e-06|2|1781165|1844082|1844082[1844082]:1844011[1844011]:72[72]|1781218[1781218]:1781165[1781165]:54[54]
558	1725625+128624	0	1553	1	133508at33392|ptg000014l|+|34|0.0001435|2|1725625|1854248|1725625[1725625]:1725705[1725705]:81[81]|1854192[1854192]:1854248[1854248]:57[57]
558	2411538-89473	0	2324	-1	120068at33392|ptg000014l|-|37|1.794e-05|2|2322066|2411538|2411538[2411538]:2411257[2411257]:282[282]|2322098[2322098]:2322066[2322066]:33[33]
559	802800+774	0	93	1	44726at33392|ptg000046l|+|46|3.504e-08|1|802800|803573|802800[802800]:803573[803573]:774[774]
559	828328+918	0	203	1	44726at33392|ptg000046l|+|50|2.19e-09|1|828328|829245|828328[828328]:829245[829245]:918[918]
559	611427-18669	0	262	-1	44726at33392|ptg000046l|-|54|1.369e-10|2|592759|611427|611427[611427]:611062[611062]:366[366]|593031[593031]:592759[592759]:273[273]
559	935026+15717	0	291	1	44726at33392|ptg000046l|+|72|5.222e-16|2|935026|950742|935026[935026]:935799[935799]:774[774]|950698[950698]:950742[950742]:45[45]
559	629058-690	0	291	-1	44726at33392|ptg000046l|-|63|2.674e-13|1|628369|629058|629058[629058]:628369[628369]:690[690]
559	961317+1014	0	322	1	38863at33392|ptg000046l|+|99|3.891e-24|1|961317|962330|961317[961317]:962330[962330]:1014[1014]
559	585515-1029	0	322	-1	38863at33392|ptg000046l|-|87|1.594e-20|1|584487|585515|585515[585515]:584487[584487]:1029[1029]
559	564051-771	0	401	-1	44726at33392|ptg000046l|-|62|5.347e-13|1|563281|564051|564051[564051]:563281[563281]:771[771]
559	890460+26492	0	716	1	44726at33392|ptg000046l|+|64|1.337e-13|2|890460|916951|890460[890460]:890486[890486]:27[27]|916322[916322]:916951[916951]:630[630]
