#                                                                                    --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#        ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000035l:537264-551287     -             65 133508at33392        -             68   1.4e-26   89.3   2.8   1   1   1.3e-25   3.1e-24   81.8   2.8     1    50     3    65     3    65 0.92 -
ptg000013l:693129-907271     -             45 133508at33392        -             68     1e-07   28.8   0.0   1   1   4.6e-09   1.1e-07   28.8   0.0     4    32     1    29     1    37 0.97 -
ptg000035l:2444432-2518588   -             44 133508at33392        -             68   9.5e-07   25.7   0.1   1   1     4e-08   9.5e-07   25.7   0.1    25    59     4    40     1    44 0.75 -
ptg000165l:2729715-2834403   -             41 133508at33392        -             68     1e-06   25.6   0.5   1   1   4.6e-08   1.1e-06   25.5   0.5     2    32     3    33     2    38 0.91 -
ptg000303l:930496-1115410    -             51 133508at33392        -             68   7.6e-06   22.8   1.2   1   1   5.5e-07   1.3e-05   22.1   1.2     2    23     1    22     1    51 0.88 -
ptg000170l:12926677-13055331 -             37 133508at33392        -             68   8.7e-06   22.6   1.1   1   1     4e-07   9.6e-06   22.5   1.1     3    32     1    32     1    36 0.94 -
ptg000103l:2326292-2346663   -             33 133508at33392        -             68   1.4e-05   22.0   0.1   1   1     6e-07   1.4e-05   22.0   0.1     2    20     2    20     1    30 0.86 -
ptg000168l:3639350-3728042   -             47 133508at33392        -             68     2e-05   21.5   0.3   1   1   8.5e-07     2e-05   21.5   0.3     5    32     4    31     1    42 0.88 -
ptg000163l:1715706-1765022   -             44 133508at33392        -             68   2.2e-05   21.4   0.3   1   1   9.9e-07   2.3e-05   21.3   0.3    10    32     6    28     2    39 0.89 -
ptg000011l:698489-721189     -             40 133508at33392        -             68   2.5e-05   21.2   0.0   1   1     1e-06   2.5e-05   21.2   0.0    10    32     2    24     1    36 0.90 -
ptg000160l:5177621-5256514   -             50 133508at33392        -             68   4.6e-05   20.3   0.2   1   1   2.1e-06   4.9e-05   20.2   0.2    18    64     1    49     1    50 0.88 -
ptg000089l:3533473-3658496   -             33 133508at33392        -             68   6.6e-05   19.8   0.0   1   1   2.8e-06   6.6e-05   19.8   0.0     5    33     5    33     1    33 0.87 -
