#                                                                                    --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#        ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000104l:5030286-5167070   -            155 106428at33392        -            133   1.6e-61  202.9  15.2   1   1   1.2e-61   8.1e-60  197.4  15.2     1   133     4   147     4   147 0.92 -
ptg000057l:14638805-14838003 -             85 106428at33392        -            133   1.6e-06   24.9  10.7   1   1   2.6e-08   1.8e-06   24.7  10.7    36   126     2    84     1    85 0.76 -
ptg000149l:11914651-11969286 -            104 106428at33392        -            133   3.5e-06   23.8   2.6   1   1   5.2e-08   3.6e-06   23.8   2.6    42   111    27   102     2   104 0.80 -
ptg000149l:16575358-16825018 -             80 106428at33392        -            133   8.5e-06   22.6   5.0   1   1   2.1e-07   1.5e-05   21.8   5.0    60   103    27    69     2    80 0.79 -
ptg001273l:36859-68119       -             84 106428at33392        -            133     9e-06   22.5   0.4   1   1   1.3e-07   9.3e-06   22.4   0.4    47    99    27    81     5    84 0.76 -
ptg000182l:333153-412183     -             49 106428at33392        -            133   3.1e-05   20.7   3.5   1   1   4.7e-07   3.3e-05   20.7   3.5    75   123     1    47     1    49 0.87 -
ptg000082l:4743091-4995166   -             86 106428at33392        -            133   0.00014   18.7   0.1   1   1   8.9e-06   0.00061   16.5   0.1    34   120    11    86     3    86 0.69 -
ptg000594l:389604-620912     -             37 106428at33392        -            133   0.00038   17.2   4.5   1   1   5.5e-06   0.00038   17.2   4.5    79   117     1    36     1    37 0.86 -
ptg000147l:19218399-19339399 -             87 106428at33392        -            133   0.00044   17.0   0.0   1   1   7.1e-06   0.00049   16.9   0.0     2    81     2    86     1    87 0.74 -
ptg000509l:5321121-5538893   -             94 106428at33392        -            133   0.00093   16.0   0.8   1   1   2.5e-05    0.0017   15.1   0.8     6   109     1    92     1    94 0.87 -
ptg000272l:626129-724384     -             96 106428at33392        -            133    0.0014   15.4   0.1   1   1   3.2e-05    0.0022   14.8   0.1    35    98    25    85    13    96 0.72 -
ptg000101l:2965508-3074526   -             40 106428at33392        -            133    0.0015   15.3   1.7   1   1   2.2e-05    0.0015   15.3   1.7    80   117     4    40     1    40 0.82 -
ptg000032l:8824585-8945665   -             41 106428at33392        -            133    0.0016   15.2   4.5   1   1   2.4e-05    0.0017   15.1   4.5    91   129     1    39     1    41 0.86 -
ptg000112l:2679395-2710932   -             39 106428at33392        -            133    0.0018   15.0   1.1   1   1   2.6e-05    0.0018   15.0   1.1    85   116     4    34     1    39 0.80 -
ptg000030l:9264723-9364613   -             80 106428at33392        -            133    0.0022   14.8   1.1   1   1   3.3e-05    0.0023   14.7   1.1    73   121    12    59     3    71 0.83 -
ptg000226l:93059-146360      -             40 106428at33392        -            133    0.0025   14.6   0.4   1   1   3.9e-05    0.0027   14.5   0.4    83   123     1    40     1    40 0.89 -
ptg000062l:17623880-17647814 -             34 106428at33392        -            133    0.0043   13.8   0.6   1   1   6.5e-05    0.0045   13.7   0.6    84   120     1    34     1    34 0.92 -
ptg000138l:3079000-3274392   -             97 106428at33392        -            133    0.0043   13.8   1.9   1   1    0.0002     0.014   12.2   1.6    68   123    47    93    38    97 0.65 -
ptg000223l:535782-608932     -            121 106428at33392        -            133    0.0051   13.6   1.6   1   1   8.5e-05    0.0059   13.4   1.4    67   104    52    85     1   107 0.80 -
ptg000126l:1022227-1144413   -             38 106428at33392        -            133    0.0073   13.1   2.5   1   1   0.00011    0.0073   13.1   2.5    84   123     5    38     1    38 0.85 -
ptg000154l:1925164-2011936   -             39 106428at33392        -            133    0.0075   13.0   6.9   1   1   0.00011     0.008   12.9   6.9    79   114     1    39     1    39 0.83 -
ptg000025l:5386692-5403819   -            109 106428at33392        -            133     0.015   12.0   3.8   1   1    0.0003     0.021   11.6   3.8    90   126    64   100     3   104 0.92 -
#
# Program:         hmmsearch
# Version:         3.2.1 (June 2018)
# Pipeline mode:   SEARCH
# Query file:      /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/106428at33392.hmm
# Target file:     /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/rerun_results/diaprepes.fa.modified.fas
# Option settings: hmmsearch --domtblout /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/hmmer_output/rerun_results/106428at33392.out --cpu 1 /home/tpsylvst/projects/diaprepes_assembly/busco/busco_downloads/lineages/endopterygota_odb10/hmms/106428at33392.hmm /home/tpsylvst/projects/diaprepes_assembly/busco/diaprepes_busco/run_endopterygota_odb10/metaeuk_output/rerun_results/diaprepes.fa.modified.fas 
# Current dir:     /home/tpsylvst/projects/diaprepes_assembly/busco
# Date:            Mon Nov 28 15:26:26 2022
# [ok]
