#                                                                                    --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#        ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000132l:15335340-15340092 -            189 109693at33392        -            147   6.5e-63  207.0   5.6   1   1   2.7e-64   1.2e-62  206.1   5.6    20   143    34   176     1   180 0.82 -
ptg000058l:800640-804550     -            107 109693at33392        -            147   1.1e-34  115.5   0.1   1   1   2.8e-36   1.3e-34  115.2   0.1    21   118     5   106     2   107 0.92 -
ptg000509l:2400639-2400950   -            104 109693at33392        -            147     2e-34  114.6   3.9   1   1   5.1e-36   2.3e-34  114.4   3.9    18   116     7   103     2   104 0.93 -
ptg000058l:732201-738983     -            119 109693at33392        -            147   1.2e-31  105.6   1.7   1   1   3.1e-33   1.4e-31  105.4   1.7    18   119    14   119     3   119 0.88 -
ptg000509l:2573295-2640488   -            108 109693at33392        -            147   9.7e-31  102.6   2.7   1   1   2.6e-32   1.1e-30  102.4   2.7    22   117    18   107     4   108 0.92 -
ptg000263l:1305838-1355445   -            113 109693at33392        -            147   1.6e-28   95.4   0.8   1   1   5.6e-30   2.5e-28   94.8   0.8    28   125     1   108     1   113 0.91 -
ptg000447l:924318-970217     -            113 109693at33392        -            147   1.6e-28   95.4   0.8   1   1   5.6e-30   2.5e-28   94.8   0.8    28   125     1   108     1   113 0.91 -
ptg000263l:1376736-1377991   -            104 109693at33392        -            147   2.2e-28   95.0   1.5   1   1   7.8e-30   3.5e-28   94.3   1.5    28   120     1   103     1   104 0.93 -
ptg000447l:991737-993034     -            104 109693at33392        -            147   2.4e-28   94.9   1.7   1   1   8.6e-30   3.8e-28   94.2   1.7    28   120     1   103     1   104 0.93 -
ptg000132l:15835204-15863868 -             94 109693at33392        -            147   3.4e-28   94.4   0.4   1   1   8.6e-30   3.9e-28   94.2   0.4    28   119     1    94     1    94 0.92 -
ptg000062l:15981369-16102904 -            115 109693at33392        -            147   6.6e-28   93.4   0.0   1   1   1.5e-29   6.9e-28   93.4   0.0    20   117    11   113     1   115 0.86 -
ptg000509l:2696831-2789460   -            104 109693at33392        -            147   2.1e-27   91.8   0.1   1   1     5e-29   2.2e-27   91.7   0.1    38   112    30   102     4   104 0.91 -
ptg000225l:1487778-1488076   -             80 109693at33392        -            147   3.7e-27   91.0   0.3   1   1   9.5e-29   4.3e-27   90.8   0.3    43   116     4    80     3    80 0.93 -
ptg000263l:1245651-1273329   -            113 109693at33392        -            147   2.1e-25   85.3   0.4   1   1   7.2e-27   3.2e-25   84.7   0.4    28   125     1   108     1   113 0.90 -
ptg000447l:765932-833997     -            106 109693at33392        -            147   2.7e-25   85.0   0.1   1   1   6.9e-27   3.1e-25   84.8   0.1    27   117     1    91     1   101 0.93 -
ptg000509l:2453910-2454122   -             71 109693at33392        -            147     9e-25   83.3   0.5   1   1   2.2e-26     1e-24   83.1   0.5    47   119     1    71     1    71 0.94 -
ptg000447l:712186-864771     -            136 109693at33392        -            147   9.2e-25   83.2   0.7   1   1   3.3e-26   1.5e-24   82.6   0.7    21   129    22   135     8   136 0.87 -
ptg000263l:1152052-1277960   -             89 109693at33392        -            147   5.4e-23   77.5   0.1   1   1   1.3e-24     6e-23   77.4   0.1    28   117     1    89     1    89 0.94 -
ptg000062l:15890988-15971578 -             98 109693at33392        -            147   1.5e-22   76.1   0.1   1   1   3.8e-24   1.7e-22   75.9   0.1    46   117    13    86     4    96 0.92 -
ptg000263l:1100943-1122167   -             91 109693at33392        -            147   2.1e-22   75.6   0.0   1   1   5.4e-24   2.4e-22   75.4   0.0    42   117    12    91     7    91 0.90 -
ptg000032l:21178314-21240910 -             92 109693at33392        -            147   6.5e-22   74.0   0.8   1   1   1.6e-23     7e-22   73.9   0.8    29   120     2    91     1    92 0.88 -
ptg000039l:4001612-4004962   -             85 109693at33392        -            147   1.9e-21   72.5   0.9   1   1   5.8e-21   2.6e-19   65.6   0.9    46   112     1    83     1    85 0.75 -
ptg000132l:15649270-15649563 -             98 109693at33392        -            147   4.2e-21   71.4   0.1   1   1     1e-22   4.5e-21   71.3   0.1    28   120     2    97     1    98 0.93 -
