#                                                                                    --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#        ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ptg000180l:6850154-6860006   -            303 38863at33392         -            375  5.1e-112  371.1  38.8   1   1    1e-112  5.7e-112  370.9  38.8    57   253   105   303    54   303 0.93 -
ptg000127l:1984533-1985396   -            288 38863at33392         -            375   2.3e-61  204.4  59.5   1   3     1e-18   5.6e-18   61.6  17.6    95   198     2   106     1   111 0.95 -
ptg000127l:1984533-1985396   -            288 38863at33392         -            375   2.3e-61  204.4  59.5   2   3   4.1e-34   2.3e-33  112.3  20.4    60   188   109   237   106   240 0.97 -
ptg000127l:1984533-1985396   -            288 38863at33392         -            375   2.3e-61  204.4  59.5   3   3   2.4e-17   1.4e-16   57.1   5.5    63   127   224   288   224   288 0.98 -
ptg000383l:63089-63859       -            257 38863at33392         -            375   1.2e-52  175.7  53.0   1   2   2.1e-28   1.2e-27   93.5  21.1    94   212    63   182    53   185 0.96 -
ptg000383l:63089-63859       -            257 38863at33392         -            375   1.2e-52  175.7  53.0   2   2   5.3e-17     3e-16   56.0  11.5    77   149   185   257   182   257 0.98 -
ptg000402l:953471-954241     -            257 38863at33392         -            375   1.2e-52  175.7  53.0   1   2   2.1e-28   1.2e-27   93.5  21.1    94   212    63   182    53   185 0.96 -
ptg000402l:953471-954241     -            257 38863at33392         -            375   1.2e-52  175.7  53.0   2   2   5.3e-17     3e-16   56.0  11.5    77   149   185   257   182   257 0.98 -
ptg000142l:828994-830145     -            384 38863at33392         -            375   1.4e-52  175.5  72.3   1   3   0.00027    0.0015   14.1   9.7   111   175     6    70     4    72 0.81 -
ptg000142l:828994-830145     -            384 38863at33392         -            375   1.4e-52  175.5  72.3   2   3     1e-27   5.6e-27   91.2  35.5    65   264    73   279    70   280 0.87 -
