190	77598-24348	0	15237	-1	55173at33392_77166_0:000a5a|ptg000581l|-|831|1.996e-242|5|53251|77598|77598[77598]:77125[77125]:474[474]|66423[66423]:66160[66160]:264[264]|56077[56077]:55940[55940]:138[138]|55451[55451]:55194[55194]:258[258]|53487[53484]:53251[53251]:237[234]
190	958522+285	0	34278	1	107628at33392_34740_0:0041c6|ptg000581l|+|42|6.499e-05|1|958522|958806|958522[958522]:958806[958806]:285[285]
190	566254-285	0	34278	-1	107628at33392_34740_0:0041c6|ptg000581l|-|42|6.499e-05|1|565970|566254|566254[566254]:565970[565970]:285[285]
190	538212+2355	0	49731	1	107628at33392_34740_0:001a2b|ptg000581l|+|227|1.325e-60|2|538212|540566|538212[538212]:539372[539372]:1161[1161]|539424[539424]:540566[540566]:1143[1143]
190	887593-1539	0	49731	-1	107628at33392_34740_0:001a2b|ptg000581l|-|184|1.166e-47|1|886055|887593|887593[887593]:886055[886055]:1539[1539]
190	133073+813	0	57499	1	107628at33392_34740_0:00365a|ptg000581l|+|109|4.404e-25|1|133073|133885|133073[133073]:133885[133885]:813[813]
190	957552-816	0	57499	-1	107628at33392_34740_0:00365a|ptg000581l|-|103|2.818e-23|1|956737|957552|957552[957552]:956737[956737]:816[816]
190	31171-10890	0	92730	-1	86410at33392_77166_0:002da8|ptg000581l|-|560|7.573e-161|6|20282|31171|31171[31171]:31115[31115]:57[57]|30357[30357]:30214[30214]:144[144]|24484[24484]:24158[24158]:327[327]|21687[21687]:21508[21508]:180[180]|20747[20735]:20622[20622]:126[114]|20362[20362]:20282[20282]:81[81]
190	894156-402	0	103937	-1	64585at33392_34740_0:0017ea|ptg000581l|-|76|3.783e-15|1|893755|894156|894156[894156]:893755[893755]:402[402]
190	522930+249	0	109080	1	107593at33392_1218281_0:00057a|ptg000581l|+|48|1.015e-06|1|522930|523178|522930[522930]:523178[523178]:249[249]
190	721219-4071	0	112605	-1	32887at33392_51655_0:0030ec|ptg000581l|-|667|4.667e-193|1|717149|721219|721219[721219]:717149[717149]:4071[4071]
190	3427-1840	0	127190	-1	64585at33392_34740_0:0031dd|ptg000581l|-|358|4.868e-100|2|1588|3427|3427[3427]:3254[3254]:174[174]|2823[2823]:1588[1588]:1236[1236]
190	5911+11129	0	187699	1	18217at33392_217634_0:00019e|ptg000581l|+|879|7.091e-257|6|5911|17039|5911[5911]:6072[6072]:162[162]|6971[6971]:7231[7231]:261[261]|10719[10722]:10877[10877]:159[156]|11917[11935]:12477[12477]:561[543]|16433[16439]:16666[16666]:234[228]|16839[16842]:17039[17039]:201[198]
190	908320+687	0	201583	1	25155at33392_104452_0:0027a5|ptg000581l|+|151|1.001e-37|1|908320|909006|908320[908320]:909006[909006]:687[687]
190	434590-681	0	201583	-1	25155at33392_104452_0:0027a5|ptg000581l|-|116|3.44e-27|1|433910|434590|434590[434590]:433910[433910]:681[681]
190	922874-2055	0	227870	-1	127850at33392_34740_0:003d2d|ptg000581l|-|183|2.331e-47|1|920820|922874|922874[922874]:920820[920820]:2055[2055]
190	65271+201	0	243267	1	67007at33392_34720_0:000a4e|ptg000581l|+|55|7.933e-09|1|65271|65471|65271[65271]:65471[65471]:201[201]
191	553001+1128	0	3274	1	93816at33392_34740_0:002259|ptg000613l|+|126|3.36e-30|1|553001|554128|553001[553001]:554128[554128]:1128[1128]
191	108186-1469	0	42890	-1	32887at33392_51655_0:002032|ptg000613l|-|307|1.096e-84|2|106718|108186|108186[108186]:107557[107557]:630[630]|107524[107524]:106718[106718]:807[807]
191	202008-849	0	57499	-1	107628at33392_34740_0:00365a|ptg000613l|-|111|1.101e-25|1|201160|202008|202008[202008]:201160[201160]:849[849]
191	439411+1357	0	103921	1	64585at33392_34740_0:0003a7|ptg000613l|+|276|2.354e-75|2|439411|440767|439411[439411]:439800[439800]:390[390]|439889[439889]:440767[440767]:879[879]
191	189392+7462	0	134935	1	107628at33392_34740_0:00332a|ptg000613l|+|188|7.285e-49|2|189392|196853|189392[189392]:190162[190162]:771[771]|196299[196344]:196853[196853]:555[510]
191	243410-402	0	142677	-1	107628at33392_34740_0:0030b5|ptg000613l|-|44|1.625e-05|1|243009|243410|243410[243410]:243009[243009]:402[402]
191	539062+717	0	144446	1	26701at33392_67767_0:002e53|ptg000613l|+|92|5.772e-20|1|539062|539778|539062[539062]:539778[539778]:717[717]
191	569311+186	0	170908	1	35387at33392_1155016_0:0010e0|ptg000613l|+|49|5.077e-07|1|569311|569496|569311[569311]:569496[569496]:186[186]
191	270298-249	0	170908	-1	35387at33392_1155016_0:0010e0|ptg000613l|-|55|7.933e-09|1|270050|270298|270298[270298]:270050[270050]:249[249]
191	380722-867	0	189118	-1	64585at33392_34740_0:001489|ptg000613l|-|209|3.474e-55|1|379856|380722|380722[380722]:379856[379856]:867[867]
191	149948+708	0	201583	1	25155at33392_104452_0:0027a5|ptg000613l|+|116|3.44e-27|1|149948|150655|149948[149948]:150655[150655]:708[708]
191	486650-681	0	201583	-1	25155at33392_104452_0:0027a5|ptg000613l|-|122|5.376e-29|1|485970|486650|486650[486650]:485970[485970]:681[681]
191	183390-104374	0	220098	-1	64585at33392_34740_0:001bf6|ptg000613l|-|411|5.405e-116|3|79017|183390|183390[183390]:182989[182989]:402[402]|80306[80306]:79170[79170]:1137[1137]|79163[79163]:79017[79017]:147[147]
191	166008-1146	0	243345	-1	60935at33392_34740_0:003256|ptg000613l|-|149|4.005e-37|1|164863|166008|166008[166008]:164863[164863]:1146[1146]
192	369476+423	0	41272	1	121635at33392_29031_0:0022e1|ptg000645l|+|134|1.312e-32|1|369476|369898|369476[369476]:369898[369898]:423[423]
192	376796+1083	0	106160	1	64585at33392_7130_0:001fbf|ptg000645l|+|266|2.411e-72|1|376796|377878|376796[376796]:377878[377878]:1083[1083]
192	272348-1221	0	134935	-1	107628at33392_34740_0:00332a|ptg000645l|-|175|5.968e-45|1|271128|272348|272348[272348]:271128[271128]:1221[1221]
192	295721+1368	0	181176	1	24860at33392_319348_0:0002c8|ptg000645l|+|134|1.312e-32|1|295721|297088|295721[295721]:297088[297088]:1368[1368]
192	56225+687	0	201583	1	25155at33392_104452_0:0027a5|ptg000645l|+|153|2.503e-38|2|56225|56911|56225[56225]:56617[56617]:393[393]|56624[56624]:56911[56911]:288[288]
192	74907-696	0	201583	-1	25155at33392_104452_0:0027a5|ptg000645l|-|125|6.72e-30|1|74212|74907|74907[74907]:74212[74212]:696[696]
194	48775+291	0	34278	1	107628at33392_34740_0:0041c6|ptg000709l|+|50|2.539e-07|1|48775|49065|48775[48775]:49065[49065]:291[291]
194	143319-414	0	41272	-1	121635at33392_29031_0:0022e1|ptg000709l|-|148|8.01e-37|1|142906|143319|143319[143319]:142906[142906]:414[414]
194	178067-2736	0	49731	-1	107628at33392_34740_0:001a2b|ptg000709l|-|244|1.011e-65|1|175332|178067|178067[178067]:175332[175332]:2736[2736]
194	307422-939	0	57499	-1	107628at33392_34740_0:00365a|ptg000709l|-|120|2.15e-28|1|306484|307422|307422[307422]:306484[306484]:939[939]
194	215844+900	0	106160	1	64585at33392_7130_0:001fbf|ptg000709l|+|217|1.357e-57|2|215844|216743|215844[215844]:216227[216227]:384[384]|216249[216249]:216743[216743]:495[495]
194	88539+687	0	201583	1	25155at33392_104452_0:0027a5|ptg000709l|+|151|1.001e-37|1|88539|89225|88539[88539]:89225[89225]:687[687]
194	183918-687	0	201583	-1	25155at33392_104452_0:0027a5|ptg000709l|-|152|5.006e-38|1|183232|183918|183918[183918]:183232[183232]:687[687]
194	3897+134439	0	234186	1	7475at33392_217634_0:001848|ptg000709l|+|1942|0|15|3897|138335|3897[3897]:3995[3995]:99[99]|4035[4035]:4082[4082]:48[48]|8620[8629]:8847[8847]:228[219]|47406[47409]:47621[47621]:216[213]|47711[47717]:47908[47908]:198[192]|52887[52899]:53087[53087]:201[189]|74554[74590]:74841[74841]:288[252]|87411[87411]:87656[87656]:246[246]|100223[100250]:100405[100405]:183[156]|100557[100557]:100796[100796]:240[240]|100858[100879]:101103[101103]:246[225]|105402[105405]:105578[105578]:177[174]|105608[105638]:105802[105802]:195[165]|112915[112942]:113232[113232]:318[291]|137931[137952]:138335[138335]:405[384]
194	270470+1125	0	243345	1	60935at33392_34740_0:003256|ptg000709l|+|141|1.025e-34|1|270470|271594|270470[270470]:271594[271594]:1125[1125]
195	891047+225	0	34278	1	107628at33392_34740_0:0041c6|ptg000741l|+|39|0.0005199|1|891047|891271|891047[891047]:891271[891271]:225[225]
195	460012-898	0	57499	-1	107628at33392_34740_0:00365a|ptg000741l|-|99|4.509e-22|2|459115|460012|460012[460012]:459386[459386]:627[627]|459309[459309]:459115[459115]:195[195]
195	177058+534	0	88441	1	93816at33392_34740_0:000e0d|ptg000741l|+|105|7.046e-24|1|177058|177591|177058[177058]:177591[177591]:534[534]
195	415584-2098	0	100344	-1	103777at33392_7539_0:002eaf|ptg000741l|-|300|1.403e-82|3|413487|415584|415584[415584]:415510[415510]:75[75]|415451[415451]:415146[415146]:306[306]|413666[413666]:413487[413487]:180[180]
195	20024-588	0	133498	-1	108672at33392_217634_0:0007d2|ptg000741l|-|194|1.138e-50|3|19437|20024|20024[20024]:19887[19887]:138[138]|19687[19684]:19550[19550]:138[135]|19529[19493]:19437[19437]:93[57]
195	135617+1251	0	134935	1	107628at33392_34740_0:00332a|ptg000741l|+|186|2.914e-48|1|135617|136867|135617[135617]:136867[136867]:1251[1251]
195	420515+618	0	144446	1	26701at33392_67767_0:002e53|ptg000741l|+|81|1.182e-16|1|420515|421132|420515[420515]:421132[421132]:618[618]
195	165203-804	0	144446	-1	26701at33392_67767_0:002e53|ptg000741l|-|113|2.752e-26|1|164400|165203|165203[165203]:164400[164400]:804[804]
195	183114+387	0	147680	1	111687at33392_1155016_0:001425|ptg000741l|+|49|5.077e-07|1|183114|183500|183114[183114]:183500[183500]:387[387]
195	722833-543	0	150411	-1	64585at33392_34740_0:00241a|ptg000741l|-|171|9.549e-44|2|722291|722833|722833[722833]:722540[722540]:294[294]|722530[722530]:722291[722291]:240[240]
195	340382+195	0	170908	1	35387at33392_1155016_0:0010e0|ptg000741l|+|48|1.015e-06|1|340382|340576|340382[340382]:340576[340576]:195[195]
195	505349-5582	0	201143	-1	97752at33392_77166_0:002c03|ptg000741l|-|540|7.941e-155|5|499768|505349|505349[505349]:505191[505191]:159[159]|505025[505019]:504792[504792]:234[228]|504553[504553]:504359[504359]:195[195]|504285[504279]:504097[504097]:189[183]|499911[499905]:499768[499768]:144[138]
195	363284+687	0	201583	1	25155at33392_104452_0:0027a5|ptg000741l|+|152|5.006e-38|1|363284|363970|363284[363284]:363970[363970]:687[687]
195	823572-687	0	201583	-1	25155at33392_104452_0:0027a5|ptg000741l|-|154|1.252e-38|2|822886|823572|823572[823572]:823261[823261]:312[312]|823251[823251]:822886[822886]:366[366]
195	911583-947	0	214403	-1	64585at33392_69820_0:003d7e|ptg000741l|-|251|7.899e-68|2|910637|911583|911583[911583]:910996[910996]:588[588]|910987[910987]:910637[910637]:351[351]
195	443234+3845	0	232116	1	63809at33392_77166_0:002c0d|ptg000741l|+|722|1.295e-209|3|443234|447078|443234[443234]:443305[443305]:72[72]|443417[443423]:444028[444028]:612[606]|446632[446635]:447078[447078]:447[444]
195	416301+1547	0	239859	1	118131at33392_77166_0:002c13|ptg000741l|+|197|1.423e-51|2|416301|417847|416301[416301]:416480[416480]:180[180]|417665[417668]:417847[417847]:183[180]
195	261389-213	0	243267	-1	67007at33392_34720_0:000a4e|ptg000741l|-|58|9.916e-10|1|261177|261389|261389[261389]:261177[261177]:213[213]
195	731932+1134	0	243345	1	60935at33392_34740_0:003256|ptg000741l|+|169|3.82e-43|1|731932|733065|731932[731932]:733065[733065]:1134[1134]
196	54097+681	0	201583	1	25155at33392_104452_0:0027a5|ptg000773l|+|118|8.601e-28|1|54097|54777|54097[54097]:54777[54777]:681[681]
198	302704-1218	0	3274	-1	93816at33392_34740_0:002259|ptg000837l|-|130|2.1e-31|1|301487|302704|302704[302704]:301487[301487]:1218[1218]
198	279440+624	0	57499	1	107628at33392_34740_0:00365a|ptg000837l|+|53|3.173e-08|1|279440|280063|279440[279440]:280063[280063]:624[624]
198	407424-366	0	78045	-1	121635at33392_116153_0:000a3d|ptg000837l|-|135|6.562e-33|1|407059|407424|407424[407424]:407059[407059]:366[366]
198	390336+507	0	88441	1	93816at33392_34740_0:000e0d|ptg000837l|+|87|1.847e-18|1|390336|390842|390336[390336]:390842[390842]:507[507]
198	214672-507	0	88441	-1	93816at33392_34740_0:000e0d|ptg000837l|-|87|1.847e-18|1|214166|214672|214672[214672]:214166[214166]:507[507]
198	330317+843	0	144446	1	26701at33392_67767_0:002e53|ptg000837l|+|140|2.051e-34|1|330317|331159|330317[330317]:331159[331159]:843[843]
198	72329-837	0	144446	-1	26701at33392_67767_0:002e53|ptg000837l|-|139|4.101e-34|1|71493|72329|72329[72329]:71493[71493]:837[837]
198	417280-336	0	210803	-1	121635at33392_2015173_0:000412|ptg000837l|-|111|1.101e-25|1|416945|417280|417280[417280]:416945[416945]:336[336]
270	1631309+216	0	34278	1	107628at33392_34740_0:0041c6|ptg000391l|+|41|0.00013|1|1631309|1631524|1631309[1631309]:1631524[1631524]:216[216]
270	1233205+893	0	57499	1	107628at33392_34740_0:00365a|ptg000391l|+|123|2.688e-29|3|1233205|1234097|1233205[1233205]:1233615[1233615]:411[411]|1233685[1233685]:1233948[1233948]:264[264]|1233984[1233984]:1234097[1234097]:114[114]
270	16228+720	0	75682	1	83851at33392_7213_0:002509|ptg000391l|+|134|1.312e-32|1|16228|16947|16228[16228]:16947[16947]:720[720]
270	1080735+180	0	80694	1	35387at33392_34740_0:000ad7|ptg000391l|+|41|0.00013|1|1080735|1080914|1080735[1080735]:1080914[1080914]:180[180]
270	100967+1506	0	80721	1	107628at33392_34740_0:002b96|ptg000391l|+|58|9.916e-10|2|100967|102472|100967[100967]:101269[101269]:303[303]|102107[102107]:102472[102472]:366[366]
270	1265206+513	0	88441	1	93816at33392_34740_0:000e0d|ptg000391l|+|86|3.694e-18|1|1265206|1265718|1265206[1265206]:1265718[1265718]:513[513]
270	1588469+1212	0	134935	1	107628at33392_34740_0:00332a|ptg000391l|+|174|1.194e-44|1|1588469|1589680|1588469[1588469]:1589680[1589680]:1212[1212]
270	634573-621	0	144446	-1	26701at33392_67767_0:002e53|ptg000391l|-|77|1.891e-15|1|633953|634573|634573[634573]:633953[633953]:621[621]
270	1281638-1769	0	165884	-1	64585at33392_34740_0:001197|ptg000391l|-|115|6.881e-27|3|1279870|1281638|1281638[1281638]:1281339[1281339]:300[300]|1280415[1280415]:1280248[1280248]:168[168]|1280178[1280178]:1279870[1279870]:309[309]
270	232104-687	0	201583	-1	25155at33392_104452_0:0027a5|ptg000391l|-|152|5.006e-38|2|231418|232104|232104[232104]:231559[231559]:546[546]|231549[231549]:231418[231418]:132[132]
270	1310649+1269	0	227870	1	127850at33392_34740_0:003d2d|ptg000391l|+|123|2.688e-29|1|1310649|1311917|1310649[1310649]:1311917[1311917]:1269[1269]
270	155336+216	0	243267	1	67007at33392_34720_0:000a4e|ptg000391l|+|54|1.587e-08|1|155336|155551|155336[155336]:155551[155551]:216[216]
270	1633782-1206	0	243345	-1	60935at33392_34740_0:003256|ptg000391l|-|146|3.204e-36|1|1632577|1633782|1633782[1633782]:1632577[1632577]:1206[1206]
271	2171158+101132	0	3258	1	64585at33392_34740_0:000eb2|ptg000423l|+|261|7.714e-71|2|2171158|2272289|2171158[2171158]:2171811[2171811]:654[654]|2271867[2271867]:2272289[2272289]:423[423]
271	1894233+486	0	41272	1	121635at33392_29031_0:0022e1|ptg000423l|+|94|1.443e-20|1|1894233|1894718|1894233[1894233]:1894718[1894718]:486[486]
271	394515+2739	0	49731	1	107628at33392_34740_0:001a2b|ptg000423l|+|289|2.874e-79|1|394515|397253|394515[394515]:397253[397253]:2739[2739]
271	2081783-2634	0	49731	-1	107628at33392_34740_0:001a2b|ptg000423l|-|270|1.507e-73|1|2079150|2081783|2081783[2081783]:2079150[2079150]:2634[2634]
271	1004371-459	0	88441	-1	93816at33392_34740_0:000e0d|ptg000423l|-|75|7.566e-15|1|1003913|1004371|1004371[1004371]:1003913[1003913]:459[459]
